구분,행정구역코드,1단계,2단계,3단계,격자 X,격자 Y,경도(시),경도(분),경도(초),위도(시),위도(분),위도(초),경도(초/100),위도(초/100),위치업데이트,,,
kor,2917060200,광주광역시,북구,운암2동,59,75,126,53,5.11,35,10,15.5,126.884752777777,35.1709722222222,,,,
kor,2917060300,광주광역시,북구,운암3동,59,75,126,52,35.15,35,10,46.83,126.876430555555,35.1796749999999,,,,
kor,2917061500,광주광역시,북구,동림동,58,75,126,52,6.96,35,11,1.97,126.868599999999,35.1838805555555,,,,
kor,2917062000,광주광역시,북구,우산동,59,75,126,55,22.88,35,10,2.07,126.923022222222,35.1672416666666,,,,
kor,2917063500,광주광역시,북구,풍향동,60,74,126,55,30.47,35,9,41.19,126.925130555555,35.1614416666666,,,,
kor,2917065000,광주광역시,북구,문화동,60,75,126,56,20.11,35,10,42.38,126.938919444444,35.1784388888888,,,,
kor,2917065600,광주광역시,북구,문흥1동,59,75,126,55,25.32,35,11,1.3,126.9237,35.1836944444444,,,,
kor,2917065700,광주광역시,북구,문흥2동,59,75,126,55,26.47,35,10,52.39,126.924019444444,35.1812194444444,,,,
kor,2917066100,광주광역시,북구,두암1동,60,75,126,55,51.55,35,10,4.66,126.930986111111,35.1679611111111,,,,
kor,2917066200,광주광역시,북구,두암2동,60,75,126,56,2.67,35,10,15.75,126.934075,35.1710416666666,,,,
kor,2917066300,광주광역시,북구,두암3동,60,74,126,56,12.59,35,9,35.83,126.936830555555,35.1599527777777,,,,
kor,2917066600,광주광역시,북구,삼각동,59,75,126,54,5.76,35,11,46.35,126.9016,35.1962083333333,,,,
kor,2917066900,광주광역시,북구,일곡동,59,75,126,53,58.08,35,12,10.64,126.899466666666,35.2029555555555,,,,
kor,2917067300,광주광역시,북구,매곡동,59,75,126,53,39.08,35,11,11.13,126.894188888888,35.186425,,,,
kor,2917067600,광주광역시,북구,오치1동,59,75,126,54,36.0,35,11,10.03,126.91,35.1861194444444,,,,
kor,2917067700,광주광역시,북구,오치2동,59,75,126,54,9.44,35,11,13.25,126.902622222222,35.1870138888888,,,,
kor,2917068500,광주광역시,북구,석곡동,60,75,126,57,7.35,35,12,42.91,126.952041666666,35.2119194444444,,,,
kor,2917069500,광주광역시,북구,건국동,59,76,126,53,1.32,35,13,11.46,126.8837,35.21985,,,,
kor,2917069600,광주광역시,북구,양산동,59,76,126,52,46.66,35,12,33.01,126.879628,35.20917073,20140319,,,
kor,2917069700,광주광역시,북구,신용동,58,75,126,51,46.5,35,12,23.36,126.8629158,35.2064889,20200928,,,
kor,2920000000,광주광역시,광산구,,57,74,126,47,44.84,35,8,11.14,126.795788888888,35.1364277777777,,,,
kor,2920051500,광주광역시,광산구,송정1동,57,74,126,48,2.88,35,8,15.8,126.8008,35.1377222222222,,,,
kor,2920052500,광주광역시,광산구,송정2동,57,74,126,47,48.15,35,8,9.52,126.796708333333,35.1359777777777,,,,
kor,2920054000,광주광역시,광산구,도산동,57,74,126,47,36.96,35,7,34.72,126.7936,35.1263111111111,,,,
kor,2920055000,광주광역시,광산구,신흥동,57,74,126,48,9.88,35,8,31.57,126.802744444444,35.1421027777777,,,,
kor,2920056500,광주광역시,광산구,어룡동,57,74,126,47,49.91,35,8,21.99,126.797197222222,35.1394416666666,,,,
kor,2920058000,광주광역시,광산구,우산동,57,74,126,48,41.52,35,9,17.07,126.811533333333,35.1547416666666,,,,
kor,2920060000,광주광역시,광산구,월곡1동,57,75,126,48,42.96,35,10,7.72,126.811933333333,35.1688111111111,,,,
kor,2920061000,광주광역시,광산구,월곡2동,57,75,126,48,35.52,35,10,16.69,126.809866666666,35.1713027777777,,,,
kor,2920062000,광주광역시,광산구,비아동,58,76,126,49,35.11,35,13,8.27,126.826419444444,35.2189638888888,,,,
kor,2920062400,광주광역시,광산구,첨단1동,58,76,126,50,39.28,35,12,59.5,126.844244444444,35.2165277777777,,,,
kor,2920062600,광주광역시,광산구,첨단2동,58,76,126,50,43.71,35,12,47.69,126.845475,35.2132472222222,,,,
kor,2920063000,광주광역시,광산구,신가동,58,75,126,49,46.71,35,10,42.64,126.829641666666,35.1785111111111,,,,
kor,2920063500,광주광역시,광산구,운남동,58,75,126,49,25.88,35,10,13.25,126.823855555555,35.1703472222222,,,,
kor,2920063700,광주광역시,광산구,수완동,58,75,126,49,32.7,35,11,49.56,126.825751,35.1971,20140319,,,
kor,2920064000,광주광역시,광산구,하남동,57,75,126,47,45.91,35,10,54.75,126.796086111111,35.181875,,,,
kor,2920065000,광주광역시,광산구,임곡동,56,76,126,44,48.52,35,12,59.63,126.746811111111,35.2165638888888,,,,
kor,2920066000,광주광역시,광산구,동곡동,57,73,126,46,26.88,35,5,44.19,126.774133333333,35.0956083333333,,,,
kor,2920067000,광주광역시,광산구,평동,57,73,126,45,44.4,35,7,18.02,126.762333333333,35.1216722222222,,,,
kor,2920068000,광주광역시,광산구,삼도동,55,74,126,41,58.59,35,9,32.82,126.699608333333,35.1591166666666,,,,
kor,2920069000,광주광역시,광산구,본량동,56,75,126,43,51.15,35,10,39.71,126.730875,35.1776972222222,,,,
kor,2920070000,광주광역시,광산구,신창동,58,75,126,50,26.59,35,11,44.1,126.8407192,35.195582,20150908,,,
kor,3000000000,대전광역시,,,67,100,127,23,11.64,36,20,49.63,127.386566666666,36.3471194444444,,,,
kor,3011000000,대전광역시,동구,,68,100,127,26,5.47,36,19,26.88,127.434852777777,36.3241333333333,,,,
kor,3011051500,대전광역시,동구,중앙동,68,100,127,25,51.96,36,19,44.11,127.4311,36.3289194444444,,,,
kor,3011053000,대전광역시,동구,효동,68,100,127,26,37.91,36,18,50.69,127.443863888888,36.3140805555555,,,,
kor,3011054500,대전광역시,동구,신인동,68,100,127,26,16.58,36,19,24.33,127.437938,36.323425,20150908,,,
kor,3011055100,대전광역시,동구,판암1동,69,100,127,27,35.47,36,18,51.85,127.459852777777,36.3144027777777,,,,
kor,3011055200,대전광역시,동구,판암2동,69,100,127,27,34.23,36,19,2.86,127.459508333333,36.3174611111111,,,,
kor,3011056000,대전광역시,동구,용운동,69,100,127,27,48.96,36,19,30.57,127.4636,36.3251583333333,,,,
kor,3011058500,대전광역시,동구,대동,68,100,127,26,52.32,36,19,31.5,127.447866666666,36.3254166666666,,,,
kor,3011059000,대전광역시,동구,자양동,68,100,127,27,4.47,36,19,56.86,127.451241666666,36.3324611111111,,,,
kor,3011062000,대전광역시,동구,가양1동,68,100,127,26,36.88,36,20,38.72,127.443577777777,36.3440888888888,,,,
kor,3011063000,대전광역시,동구,가양2동,68,100,127,26,58.23,36,20,46.0,127.449508333333,36.3461111111111,,,,
kor,3011064000,대전광역시,동구,용전동,68,101,127,26,3.88,36,21,18.38,127.434411111111,36.3551055555555,,,,
kor,3011066500,대전광역시,동구,성남동,68,100,127,26,14.77,36,20,40.35,127.4374361,36.3445416,20150908,,,
kor,3011067000,대전광역시,동구,홍도동,68,100,127,25,31.64,36,20,38.53,127.425455555555,36.3440361111111,,,,
kor,3011069500,대전광역시,동구,삼성동,68,100,127,25,19.92,36,20,26.14,127.4221987,36.3405954,20150908,,,
kor,3011072500,대전광역시,동구,대청동,69,100,127,29,41.03,36,20,26.33,127.494730555555,36.3406472222222,,,,
kor,3011074000,대전광역시,동구,산내동,69,99,127,28,11.91,36,16,43.05,127.469975,36.278625,,,,
kor,3014000000,대전광역시,중구,,68,100,127,25,23.2,36,19,21.47,127.423111111111,36.3226305555555,,,,
kor,3014053500,대전광역시,중구,은행선화동,68,100,127,25,13.44,36,19,29.44,127.4204,36.3248444444444,,,,
kor,3014055000,대전광역시,중구,목동,68,100,127,24,52.64,36,19,53.22,127.414622222222,36.33145,,,,
kor,3014056000,대전광역시,중구,중촌동,68,100,127,24,44.73,36,20,20.05,127.412426,36.33890382,20140319,,,
kor,3014057500,대전광역시,중구,대흥동,68,100,127,25,40.91,36,19,2.63,127.428030555555,36.3173972222222,,,,
kor,3014060500,대전광역시,중구,문창동,68,100,127,26,24.2,36,18,47.78,127.440055555555,36.3132722222222,,,,
kor,3014062000,대전광역시,중구,석교동,68,99,127,26,40.32,36,18,24.22,127.444533333333,36.3067277777777,,,,
kor,3014063000,대전광역시,중구,대사동,68,100,127,25,37.11,36,18,52.97,127.426975,36.3147138888888,,,,
kor,3014064000,대전광역시,중구,부사동,68,100,127,26,8.96,36,18,40.58,127.435822222222,36.3112722222222,,,,
kor,3014065500,대전광역시,중구,용두동,68,100,127,24,44.91,36,19,21.25,127.412475,36.3225694444444,,,,
kor,3014067000,대전광역시,중구,오류동,68,100,127,24,21.32,36,19,21.36,127.405922222222,36.3226,,,,
kor,3014068000,대전광역시,중구,태평1동,68,100,127,23,57.0,36,19,23.63,127.399166666666,36.3232305555555,,,,
kor,3014069000,대전광역시,중구,태평2동,67,100,127,23,42.0,36,19,5.97,127.395,36.318325,,,,
kor,3014070000,대전광역시,중구,유천1동,67,100,127,23,50.52,36,18,43.69,127.397366666666,36.3121361111111,,,,
kor,3014071000,대전광역시,중구,유천2동,68,100,127,24,4.79,36,18,44.94,127.401330555555,36.3124833333333,,,,
kor,3014072000,대전광역시,중구,문화1동,68,100,127,24,31.11,36,18,44.74,127.408641666666,36.3124277777777,,,,
kor,3014073000,대전광역시,중구,문화2동,68,99,127,24,4.84,36,18,17.24,127.401344444444,36.3047888888888,,,,
kor,3014074000,대전광역시,중구,산성동,67,99,127,23,17.59,36,18,8.77,127.388219444444,36.3024361111111,,,,
kor,3017000000,대전광역시,서구,,67,100,127,23,8.79,36,21,8.94,127.385775,36.3524833333333,,,,
kor,3017051000,대전광역시,서구,복수동,67,99,127,22,33.52,36,18,13.8,127.375977777777,36.3038333333333,,,,
kor,3017052000,대전광역시,서구,도마1동,67,100,127,22,59.47,36,18,47.03,127.383186111111,36.3130638888888,,,,
kor,3017053000,대전광역시,서구,도마2동,67,100,127,22,32.55,36,18,35.39,127.375708333333,36.3098305555555,,,,
kor,3017053500,대전광역시,서구,정림동,67,99,127,22,7.91,36,18,5.57,127.368863888888,36.3015472222222,,,,
kor,3017054000,대전광역시,서구,변동,67,100,127,23,20.0,36,19,22.5,127.388888888888,36.3229166666666,,,,
kor,3017055000,대전광역시,서구,용문동,67,100,127,23,47.0,36,20,1.3,127.396388888888,36.3336944444444,,,,
kor,3017055500,대전광역시,서구,탄방동,67,100,127,23,50.15,36,20,37.21,127.397263888888,36.3436694444444,,,,
kor,3017056000,대전광역시,서구,괴정동,67,100,127,23,2.91,36,20,3.33,127.384141666666,36.3342583333333,,,,
kor,3017057000,대전광역시,서구,가장동,67,100,127,23,14.47,36,19,37.74,127.387352777777,36.32715,,,,
kor,3017057500,대전광역시,서구,내동,67,100,127,22,46.23,36,19,45.33,127.379508333333,36.3292583333333,,,,
kor,3017058100,대전광역시,서구,갈마1동,67,100,127,22,11.91,36,20,59.08,127.369975,36.3497444444444,,,,
kor,3017058200,대전광역시,서구,갈마2동,67,100,127,22,37.28,36,20,37.52,127.377022222222,36.3437555555555,,,,
kor,3017058600,대전광역시,서구,월평1동,67,100,127,21,35.03,36,21,6.33,127.359730555555,36.3517583333333,,,,
kor,3017058700,대전광역시,서구,월평2동,67,101,127,22,34.44,36,21,38.27,127.376233333333,36.3606305555555,,,,
kor,3017058800,대전광역시,서구,월평3동,67,101,127,22,8.4,36,21,26.5,127.369,36.3573611111111,,,,
kor,3017059000,대전광역시,서구,가수원동,67,99,127,21,5.08,36,18,2.22,127.351411111111,36.3006166666666,,,,
kor,3017059300,대전광역시,서구,도안동,67,100,127,20,48.24,36,19,25.02,127.346732378171,36.3236179406995,20220620,,,
kor,3017059600,대전광역시,서구,관저1동,66,99,127,20,21.84,36,18,3.28,127.3394,36.3009111111111,,,,
kor,3017059700,대전광역시,서구,관저2동,66,99,127,20,14.0,36,17,46.36,127.337222222222,36.2962111111111,,,,
kor,3017060000,대전광역시,서구,기성동,67,98,127,20,37.55,36,15,10.55,127.343763888888,36.2529305555555,,,,
kor,3017063000,대전광역시,서구,둔산1동,67,100,127,23,16.59,36,20,58.27,127.387941666666,36.3495194444444,,,,
kor,3017064000,대전광역시,서구,둔산2동,67,100,127,23,8.35,36,21,3.05,127.385652777777,36.3508472222222,,,,
kor,3017065000,대전광역시,서구,만년동,67,101,127,22,37.67,36,21,52.66,127.377130555555,36.3646277777777,,,,
kor,3017066000,대전광역시,서구,둔산3동,68,101,127,24,0.0,36,21,12.35,127.4000006,36.3534312,20150908,,,
kor,3020000000,대전광역시,유성구,,67,101,127,21,30.03,36,21,33.72,127.358341666666,36.3593666666666,,,,
kor,3020052000,대전광역시,유성구,진잠동,66,99,127,19,6.96,36,17,48.66,127.318599999999,36.29685,,,,
kor,3020052600,대전광역시,유성구,학하동,66,100,127,18,31.43,36,20,28.1,127.30872977332,36.3411396869139,20211101,,,
kor,3020052700,대전광역시,유성구,상대동,66,100,127,20,4.89,36,20,48.46,127.334691269024,36.346794528901,20211101,,,
kor,3020053000,대전광역시,유성구,온천1동,66,100,127,20,28.0,36,21,0.92,127.341111111111,36.3502555555555,,,,
kor,3020054000,대전광역시,유성구,온천2동,66,101,127,20,20.55,36,21,26.02,127.339041666666,36.3572277777777,,,,
kor,3020054600,대전광역시,유성구,노은1동,66,101,127,19,14.0,36,21,55.19,127.320555555555,36.3653305555555,,,,
kor,3020054700,대전광역시,유성구,노은2동,66,101,127,18,50.08,36,23,18.89,127.313911111111,36.3885805555555,,,,
kor,3020054800,대전광역시,유성구,노은3동,66,101,127,18,28.43,36,23,12.45,127.307896,36.386791,20150908,,,
kor,3020055000,대전광역시,유성구,신성동,67,101,127,20,58.32,36,23,10.5,127.349533333333,36.38625,,,,
kor,3020057000,대전광역시,유성구,전민동,68,101,127,24,9.11,36,23,49.3,127.402530555555,36.3970277777777,,,,
kor,3020058000,대전광역시,유성구,구즉동,67,102,127,23,9.32,36,26,14.89,127.385922222222,36.4374694444444,,,,
kor,3020060000,대전광역시,유성구,관평동,68,101,127,23,19.6,36,25,23.41,127.3887774,36.42316994,20140319,,,
kor,3020061000,대전광역시,유성구,원신흥동,67,100,127,20,35.87,36,20,31.73,127.343296,36.342146,20140319,,,
kor,3023000000,대전광역시,대덕구,,68,100,127,25,3.67,36,20,37.66,127.417686111111,36.3437944444444,,,,
kor,3023051000,대전광역시,대덕구,오정동,68,100,127,24,43.11,36,21,3.0,127.411975,36.3508333333333,,,,
kor,3023052000,대전광역시,대덕구,대화동,68,101,127,24,48.47,36,21,48.42,127.413463888888,36.36345,,,,
kor,3023052500,대전광역시,대덕구,회덕동,68,101,127,25,24.96,36,22,24.0,127.4236,36.3733333333333,,,,
kor,3023053300,대전광역시,대덕구,비래동,68,100,127,27,7.28,36,21,7.25,127.452022222222,36.3520138888888,,,,
kor,3023054300,대전광역시,대덕구,송촌동,68,101,127,26,31.32,36,21,45.8,127.442033333333,36.3627222222222,,,,
kor,3023054600,대전광역시,대덕구,중리동,68,101,127,25,42.79,36,21,27.8,127.428552777777,36.3577222222222,,,,
kor,3023055000,대전광역시,대덕구,신탄진동,68,103,127,25,52.35,36,26,55.64,127.431208333333,36.4487888888888,,,,
kor,3023056000,대전광역시,대덕구,석봉동,68,102,127,25,40.35,36,26,42.7,127.427875,36.4451944444444,,,,
kor,3023057000,대전광역시,대덕구,덕암동,68,102,127,25,44.67,36,26,14.44,127.429075,36.4373444444444,,,,
kor,3023058000,대전광역시,대덕구,목상동,68,102,127,24,51.59,36,26,44.07,127.414330555555,36.445575,,,,
kor,3023060000,대전광역시,대덕구,법1동,68,101,127,25,44.03,36,22,4.46,127.428897222222,36.3679055555555,,,,
kor,3023061000,대전광역시,대덕구,법2동,68,101,127,25,58.47,36,21,51.55,127.432908333333,36.3643194444444,,,,
kor,3100000000,울산광역시,,,102,84,129,18,49.28,35,32,7.47,129.313688888888,35.5354083333333,,,,
kor,3111000000,울산광역시,중구,,102,84,129,20,5.55,35,33,58.83,129.334875,35.5663416666666,,,,
kor,3111051000,울산광역시,중구,학성동,102,84,129,20,13.15,35,33,8.35,129.336986111111,35.5523194444444,,,,
kor,3111052000,울산광역시,중구,반구1동,102,84,129,20,38.08,35,33,12.19,129.343911111111,35.5533861111111,,,,
kor,3111053000,울산광역시,중구,반구2동,102,84,129,20,35.15,35,33,37.1,129.343097222222,35.5603055555555,,,,
kor,3111054000,울산광역시,중구,복산1동,102,84,129,19,45.64,35,33,35.97,129.329344444444,35.5599916666666,,,,
kor,3111055000,울산광역시,중구,복산2동,102,84,129,20,11.28,35,33,46.55,129.336466666666,35.5629305555555,,,,
kor,3111058500,울산광역시,중구,중앙동,102,84,129,19,26.58,35,33,27.15,129.32405,35.557542,20150908,,,
kor,3111059000,울산광역시,중구,우정동,102,84,129,18,52.71,35,33,6.25,129.314641666666,35.5517361111111,,,,
kor,3111060000,울산광역시,중구,태화동,102,84,129,18,24.23,35,33,12.66,129.306730555555,35.5535166666666,,,,
kor,3111061000,울산광역시,중구,다운동,101,84,129,16,40.76,35,33,11.88,129.277988888888,35.5533,,,,
kor,3111062000,울산광역시,중구,병영1동,102,84,129,20,55.88,35,34,1.24,129.348855555555,35.5670111111111,,,,
kor,3111063000,울산광역시,중구,병영2동,102,85,129,20,53.79,35,34,34.86,129.348275,35.57635,,,,
kor,3111064000,울산광역시,중구,약사동,102,84,129,20,22.35,35,34,2.61,129.339541666666,35.5673916666666,,,,
kor,3111065000,울산광역시,중구,성안동,102,85,129,18,34.91,35,34,27.63,129.309697222222,35.5743416666667,20150310,,,
kor,3114000000,울산광역시,남구,,102,84,129,19,56.59,35,32,26.75,129.332386111111,35.5407638888888,,,,
kor,3114051000,울산광역시,남구,신정1동,102,84,129,18,31.84,35,32,17.85,129.308844444444,35.5382916666666,,,,
kor,3114052000,울산광역시,남구,신정2동,102,84,129,18,36.64,35,31,53.8,129.310177777777,35.5316111111111,,,,
kor,3114053000,울산광역시,남구,신정3동,102,84,129,19,7.4,35,32,31.08,129.318722222222,35.5419666666666,,,,
kor,3114054000,울산광역시,남구,신정4동,102,83,129,19,0.4,35,31,34.61,129.316777777777,35.5262805555555,,,,
kor,3114055000,울산광역시,남구,신정5동,102,84,129,19,25.4,35,32,30.66,129.323722222222,35.54185,,,,
kor,3114056000,울산광역시,남구,달동,102,84,129,19,7.84,35,32,0.22,129.318844444444,35.5333944444444,,,,
kor,3114057000,울산광역시,남구,삼산동,102,84,129,20,2.96,35,32,29.0,129.334155555555,35.5413888888888,,,,
kor,3114058500,울산광역시,남구,삼호동,101,84,129,16,5.79,35,32,49.0,129.268275,35.5469444444444,,,,
kor,3114059500,울산광역시,남구,무거동,101,84,129,15,46.84,35,32,52.52,129.263011111111,35.5479222222222,,,,
kor,3114060000,울산광역시,남구,옥동,101,84,129,17,46.2,35,31,56.08,129.296166666666,35.5322444444444,,,,
kor,3114062500,울산광역시,남구,대현동,102,83,129,19,44.84,35,31,24.63,129.329122222222,35.5235083333333,,,,
kor,3114063500,울산광역시,남구,수암동,102,83,129,19,14.4,35,31,16.89,129.320666666666,35.5213583333333,,,,
kor,3114064000,울산광역시,남구,선암동,102,83,129,20,15.0,35,30,35.5,129.3375,35.5098611111111,,,,
kor,3114067000,울산광역시,남구,야음장생포동,102,83,129,20,28.59,35,30,59.69,129.341275,35.5165805555555,,,,
kor,3117000000,울산광역시,동구,,104,83,129,25,8.23,35,30,6.8,129.418952777777,35.5018888888888,,,,
kor,3117051000,울산광역시,동구,방어동,104,83,129,25,35.08,35,28,58.71,129.426411111111,35.482975,,,,
kor,3117052000,울산광역시,동구,일산동,104,83,129,25,42.76,35,29,42.11,129.428544444444,35.4950305555555,,,,
kor,3117053000,울산광역시,동구,화정동,104,83,129,25,36.71,35,29,26.52,129.426863888888,35.4907,,,,
kor,3117054000,울산광역시,동구,대송동,104,83,129,25,14.32,35,30,0.49,129.420644444444,35.5001361111111,,,,
kor,3117055000,울산광역시,동구,전하1동,104,83,129,25,51.15,35,30,49.53,129.430875,35.5137583333333,,,,
kor,3117056000,울산광역시,동구,전하2동,104,83,129,25,53.67,35,30,22.69,129.431574999999,35.5063027777777,,,,
kor,3117058000,울산광역시,동구,남목1동,104,84,129,25,23.28,35,32,10.83,129.423133333333,35.5363416666666,,,,
kor,3117059000,울산광역시,동구,남목2동,104,83,129,26,2.0,35,31,17.63,129.433888888888,35.5215638888888,,,,
kor,3117060000,울산광역시,동구,남목3동,104,84,129,26,1.08,35,32,34.6,129.433633333333,35.5429444444444,,,,
kor,3120000000,울산광역시,북구,,103,85,129,21,48.76,35,34,46.88,129.363544444444,35.5796888888888,,,,
kor,3120051000,울산광역시,북구,농소1동,102,86,129,21,30.0,35,37,11.11,129.358333333333,35.6197527777777,,,,
kor,3120052000,울산광역시,북구,농소2동,102,86,129,21,1.71,35,38,6.86,129.350475,35.6352388888888,,,,
kor,3120053000,울산광역시,북구,농소3동,102,86,129,20,30.96,35,37,32.28,129.341933333333,35.6256333333333,,,,
kor,3120054000,울산광역시,북구,강동동,104,85,129,27,2.35,35,36,44.66,129.450652777777,35.6124055555555,,,,
kor,3120056000,울산광역시,북구,효문동,103,85,129,21,48.23,35,34,29.25,129.363397222222,35.5747916666666,,,,
kor,3120057000,울산광역시,북구,송정동,103,85,129,21,35.32,35,35,30.39,129.359811111111,35.591775,,,,
kor,3120058000,울산광역시,북구,양정동,103,84,129,23,16.11,35,32,34.57,129.387808333333,35.5429361111111,,,,
kor,3120059000,울산광역시,북구,염포동,103,83,129,24,5.03,35,31,25.75,129.401397222222,35.5238194444444,,,,
kor,3171000000,울산광역시,울주군,,101,84,129,17,49.79,35,31,50.66,129.297163888888,35.5307388888888,,,,
kor,3171025000,울산광역시,울주군,온산읍,102,81,129,19,0.71,35,25,53.69,129.316863888888,35.4315805555555,,,,
kor,3171025300,울산광역시,울주군,언양읍,98,84,129,7,40.96,35,33,58.94,129.128044444444,35.5663722222222,,,,
kor,3171025600,울산광역시,울주군,온양읍,101,81,129,16,59.0,35,24,57.25,129.283055555555,35.4159027777777,,,,
kor,3171025900,울산광역시,울주군,범서읍,100,84,129,13,56.71,35,33,57.25,129.232419444444,35.5659027777777,,,,
kor,3171026200,울산광역시,울주군,청량읍,102,83,129,18,21.61,35,29,35.27,129.306002,35.49313,20180705,,,
kor,3171026500,울산광역시,울주군,삼남읍,98,84,129,6,23.45,35,32,19.76,129.1065147,35.5388225,20210106,,,
kor,3171031000,울산광역시,울주군,서생면,102,80,129,19,42.84,35,20,46.22,129.328566666666,35.3461722222222,,,,
kor,3171034000,울산광역시,울주군,웅촌면,100,82,129,12,42.64,35,27,47.27,129.211844444444,35.4631305555555,,,,
kor,3171036000,울산광역시,울주군,두동면,100,86,129,12,12.71,35,39,4.38,129.203530555555,35.6512166666666,,,,
kor,3171037000,울산광역시,울주군,두서면,99,86,129,9,40.32,35,38,25.55,129.1612,35.6404305555555,,,,
kor,3171038000,울산광역시,울주군,상북면,98,85,129,5,36.47,35,35,15.22,129.093463888888,35.5875611111111,,,,
kor,3171040000,울산광역시,울주군,삼동면,99,83,129,9,32.96,35,31,8.71,129.159155555555,35.5190861111111,,,,
kor,3600000000,세종특별자치시,,,66,103,127,17,20.65,36,28,48.04,127.2890691,36.4800121,20150908,,,
kor,3611000000,세종특별자치시,세종특별자치시,,66,103,127,17,20.65,36,28,48.04,127.2890691,36.4800121,20150908,,,
kor,3611025000,세종특별자치시,세종특별자치시,조치원읍,66,106,127,17,54.24,36,36,16.3,127.298399,36.604528,20150908,,,
kor,3611031000,세종특별자치시,세종특별자치시,연기면,65,105,127,16,25.59,36,32,30.75,127.2737741,36.5418737,20150908,,,
kor,3611032000,세종특별자치시,세종특별자치시,연동면,66,105,127,19,36.72,36,33,32.72,127.3268658,36.5590889,20150908,,,
kor,3611033000,세종특별자치시,세종특별자치시,부강면,67,104,127,22,13.35,36,31,37.6,127.370376,36.527112,20150908,,,
kor,3611034000,세종특별자치시,세종특별자치시,금남면,65,103,127,16,49.26,36,27,49.77,127.28035,36.463826,20150908,,,
kor,3611035000,세종특별자치시,세종특별자치시,장군면,64,104,127,12,20.16,36,29,48.46,127.2056006,36.4967934,20150908,,,
kor,3611036000,세종특별자치시,세종특별자치시,연서면,65,106,127,16,17.84,36,35,33.31,127.2716217,36.592587,20150908,,,
kor,3611037000,세종특별자치시,세종특별자치시,전의면,64,108,127,11,43.85,36,40,52.5,127.1955125,36.6812513,20150908,,,
kor,3611038000,세종특별자치시,세종특별자치시,전동면,65,107,127,15,50.98,36,39,21.93,127.2641625,36.6560904,20150908,,,
kor,3611039000,세종특별자치시,세종특별자치시,소정면,63,108,127,9,29.71,36,43,20.34,127.1582525,36.7223175,20150908,,,
kor,3611051000,세종특별자치시,세종특별자치시,한솔동,65,103,127,15,16.65,36,28,44.53,127.254625,36.4790361111111,20150310,,,
kor,3611051500,세종특별자치시,세종특별자치시,새롬동,65,103,127,15,24.84,36,29,11.55,127.256899,36.486542,20180118,,,
kor,3611051800,세종특별자치시,세종특별자치시,나성동,65,103,127,15,51.5,36,29,20.95,127.26430552,36.4891526,20230330,,,
kor,3611052000,세종특별자치시,세종특별자치시,도담동,65,104,127,15,44.63,36,31,2.32,127.2623972,36.51731111,20140507,,,
kor,3611052500,세종특별자치시,세종특별자치시,해밀동,65,104,127,16,5.11,36,31,37.28,127.268085471711,36.5270220158487,20210928,,,
kor,3611053000,세종특별자치시,세종특별자치시,아름동,65,104,127,14,53.6,36,30,43.35,127.248222222222,36.5120416666667,20150310,,,
kor,3611054000,세종특별자치시,세종특별자치시,종촌동,65,104,127,14,51.4,36,30,43.04,127.247612,36.5119569,20160704,,,
kor,3611055000,세종특별자치시,세종특별자치시,고운동,65,104,127,14,12.63,36,31,11.19,127.236841,36.519776,20170527,,,
kor,3611055500,세종특별자치시,세종특별자치시,소담동,66,103,127,18,4.29,36,29,0.68,127.3011911,36.4835223,20181011,,,
kor,3611055600,세종특별자치시,세종특별자치시,반곡동,66,104,127,18,38.44,36,29,55.51,127.310678329828,36.4987531567432,20211026,,,
kor,3611056000,세종특별자치시,세종특별자치시,보람동,66,103,127,17,25.48,36,28,43.86,127.290412,36.47885,20170527,,,
kor,3611057000,세종특별자치시,세종특별자치시,대평동,65,103,127,16,46.31,36,28,16.57,127.2795296,36.4712699,20181011,,,
kor,3611058000,세종특별자치시,세종특별자치시,다정동,65,104,127,14,52.49,36,29,38.32,127.2479133,36.4939773,20200928,,,
kor,4100000000,경기도,,,60,120,127,0,42.08,37,16,18.64,127.011688888888,37.2718444444444,,,,
kor,4111100000,경기도,수원시장안구,,60,121,127,0,44.0,37,18,3.64,127.012222222222,37.3010111111111,,,,
kor,4111156000,경기도,수원시장안구,파장동,60,121,126,59,48.79,37,18,20.1,126.996886111111,37.3055833333333,,,,
kor,4111156600,경기도,수원시장안구,율천동,60,121,126,58,24.88,37,17,41.17,126.973577777777,37.2947694444444,,,,
kor,4111157100,경기도,수원시장안구,정자1동,60,121,126,59,36.15,37,17,57.79,126.993375,37.2993861111111,,,,
kor,4111157200,경기도,수원시장안구,정자2동,60,121,127,0,9.44,37,17,32.23,127.002622222222,37.2922861111111,,,,
kor,4111157300,경기도,수원시장안구,정자3동,60,121,126,59,51.59,37,17,37.6,126.997663888888,37.2937777777777,,,,
kor,4111158000,경기도,수원시장안구,영화동,61,121,127,0,58.08,37,17,25.14,127.016133333333,37.2903166666666,,,,
kor,4111159100,경기도,수원시장안구,송죽동,60,121,127,0,33.03,37,17,51.6,127.009175,37.2976666666666,,,,
kor,4111159700,경기도,수원시장안구,조원1동,61,121,127,1,6.59,37,17,56.35,127.018497222222,37.2989861111111,,,,
kor,4111159800,경기도,수원시장안구,조원2동,60,121,127,0,42.55,37,18,10.04,127.011819444444,37.3027888888888,,,,
